1540837766782	486
1540837767269	34
1540837767303	3
1540837767306	3
1540837767309	10
1540837767320	6
1540837766867	471
1540837767326	16
1540837767338	13
1540837767342	9
1540837767351	3
1540837767354	2
1540837767351	6
1540837767356	7
1540837767357	10
1540837767363	9
1540837767367	7
1540837767002	372
1540837766898	478
1540837767372	12
1540837767384	2
1540837767374	12
1540837767374	12
1540837767376	11
1540837767010	377
1540837767386	2
1540837767387	2
1540837767387	2
1540837767386	3
1540837767389	3
1540837767389	3
1540837766986	406
1540837767387	5
1540837767389	3
1540837767392	2
1540837767388	7
1540837767394	2
1540837766974	423
1540837767392	6
1540837767392	8
1540837767395	5
1540837767393	8
1540837767392	9
1540837767396	7
1540837767398	8
1540837767401	5
1540837767400	7
1540837767397	10
1540837766882	527
1540837767400	9
1540837767401	13
1540837767403	11
1540837767406	8
1540837767406	8
1540837767409	6
1540837767407	9
1540837767414	3
1540837767407	10
1540837767415	3
1540837767414	7
1540837767409	16
1540837767414	16
1540837767416	14
1540837767417	13
1540837767418	12
1540837767430	2
1540837767421	11
1540837767414	19
1540837766966	467
1540837767046	387
1540837767417	17
1540837766848	592
1540837767430	15
1540837767432	13
1540837767430	15
1540837767430	16
1540837767432	14
1540837767433	13
1540837767086	360
1540837767433	14
1540837767433	14
1540837767445	7
1540837767447	6
1540837767447	6
1540837766874	580
1540837767445	9
1540837767446	8
1540837767445	9
1540837767446	9
1540837767446	9
1540837767446	9
1540837767453	3
1540837767425	31
1540837767453	4
1540837767434	23
1540837767455	3
1540837767455	3
1540837767456	6
1540837767452	10
1540837766816	648
1540837766910	554
1540837767455	9
1540837767454	16
1540837767454	16
1540837767454	16
1540837767462	8
1540837767470	2
1540837767470	6
1540837767472	4
1540837766890	587
1540837767454	23
1540837767470	8
1540837767457	21
1540837767456	23
1540837767457	22
1540837767440	39
1540837767464	15
1540837767122	357
1540837767102	378
1540837767477	3
1540837766922	558
1540837767030	450
1540837767470	12
1540837767478	5
1540837767458	26
1540837767476	8
1540837767478	7
1540837767479	6
1540837767476	10
1540837767482	8
1540837767477	13
1540837767458	32
1540837767484	6
1540837767479	11
1540837767483	9
1540837767480	13
1540837767485	9
1540837767479	15
1540837766911	583
1540837767479	15
1540837767480	14
1540837767480	14
1540837767490	6
1540837767491	6
1540837767480	17
1540837767484	13
1540837767485	13
1540837767494	4
1540837767494	4
1540837766934	565
1540837766938	561
1540837767462	37
1540837767496	31
1540837767114	413
1540837767078	457
1540837767494	41
1540837767490	45
1540837767498	37
1540837767071	464
1540837766899	637
1540837767499	37
1540837767464	72
1540837767493	43
1540837767497	39
1540837767054	482
1540837767494	42
1540837767494	42
1540837767494	42
1540837767498	39
1540837767497	40
1540837767479	58
1540837767492	45
1540837767536	3
1540837767536	3
